Id,State,Country,Lat,Long,temp,min,max,dewp,prcp,fog
2901,,Burkina Faso,12.2383,-1.5616,78.1,59,94.5,28.9,0,0
2902,,Burkina Faso,12.2383,-1.5616,80.2,66.2,95.5,32.5,0,0
2903,,Burkina Faso,12.2383,-1.5616,82.8,70.9,94.5,34.1,0,0
2904,,Burkina Faso,12.2383,-1.5616,82,71.6,92.5,23.6,0,0
2905,,Burkina Faso,12.2383,-1.5616,81.5,69.6,93.6,22.6,0,0
2906,,Burkina Faso,12.2383,-1.5616,78.9,69.8,92.3,24.4,0,0
2907,,Burkina Faso,12.2383,-1.5616,78.1,63.1,94.3,23.1,0,0
2908,,Burkina Faso,12.2383,-1.5616,79.6,62.6,97.2,24,0,0
2909,,Burkina Faso,12.2383,-1.5616,82.4,64.8,100.4,27.5,0,0
2910,,Burkina Faso,12.2383,-1.5616,83.2,64.4,101.3,31.1,0,0
2911,,Burkina Faso,12.2383,-1.5616,83.9,69.1,100,33.6,0,0
2912,,Burkina Faso,12.2383,-1.5616,84.5,69.8,100,35.1,0,0
2913,,Burkina Faso,12.2383,-1.5616,84,68.9,99.3,35.2,0,0
2914,,Burkina Faso,12.2383,-1.5616,84.2,69.8,99,34.2,0,0
2915,,Burkina Faso,12.2383,-1.5616,85.4,69.8,101.1,34.1,0,0
2916,,Burkina Faso,12.2383,-1.5616,86.5,71.6,101.3,28.8,0,0
2917,,Burkina Faso,12.2383,-1.5616,85.7,75.2,93.2,28.1,0,0
2918,,Burkina Faso,12.2383,-1.5616,85.7,75.2,93.2,28.1,0,0
2919,,Burkina Faso,12.2383,-1.5616,83.2,69.8,95,32.6,0,0
2920,,Burkina Faso,12.2383,-1.5616,85,73.4,97.3,33.5,0,0
2921,,Burkina Faso,12.2383,-1.5616,85.3,71.6,99.5,33.6,0,0
2922,,Burkina Faso,12.2383,-1.5616,85.5,69.8,100.9,33.1,0,0
2923,,Burkina Faso,12.2383,-1.5616,86.6,69.8,103.5,34,0,0
2924,,Burkina Faso,12.2383,-1.5616,88.3,73.4,104.4,35.7,0,0
2925,,Burkina Faso,12.2383,-1.5616,88.9,71.6,105.1,37.4,0,0
2926,,Burkina Faso,12.2383,-1.5616,89.6,77,102.9,36.7,0,0
2927,,Burkina Faso,12.2383,-1.5616,89.7,76.6,104.7,32.6,0,0
2928,,Burkina Faso,12.2383,-1.5616,88.7,72.7,105.8,32.1,0,0
2929,,Burkina Faso,12.2383,-1.5616,89.3,73,105.1,33.7,0,0
2930,,Burkina Faso,12.2383,-1.5616,89.6,74.3,104.9,35.3,0,0
2931,,Burkina Faso,12.2383,-1.5616,90.4,76.1,106.2,32,0,0
2932,,Burkina Faso,12.2383,-1.5616,88.8,75.2,102.4,28.4,0,0
2933,,Burkina Faso,12.2383,-1.5616,87.2,77,104,26.2,0,0
2934,,Burkina Faso,12.2383,-1.5616,89.7,75.2,103.6,22.6,0,0
2935,,Burkina Faso,12.2383,-1.5616,90,78.8,104,33.4,0,0
2936,,Burkina Faso,12.2383,-1.5616,91.6,80.6,103.6,39.8,0,0
2937,,Burkina Faso,12.2383,-1.5616,91.6,78.1,104.9,40,0,0
2938,,Burkina Faso,12.2383,-1.5616,93.9,81.5,105.6,39.5,0,0
2939,,Burkina Faso,12.2383,-1.5616,94.2,79.5,106.9,46.2,0,0
2940,,Burkina Faso,12.2383,-1.5616,94.8,84.2,105.6,61,0,0
2941,,Burkina Faso,12.2383,-1.5616,96.3,87.8,106.5,62.2,0,0
2942,,Burkina Faso,12.2383,-1.5616,95.2,87.8,105.6,58.7,0,0
2943,,Burkina Faso,12.2383,-1.5616,92.5,78.8,105.1,46.7,0,0
2944,,Burkina Faso,12.2383,-1.5616,95.9,80.6,106.7,42.1,0,0
2945,,Burkina Faso,12.2383,-1.5616,93.7,78.8,101.1,53.8,0,0
2946,,Burkina Faso,12.2383,-1.5616,89.8,84.2,96.3,67,0,0
2977,,Cambodia,11.55,104.9167,84.7,77,95,70.4,0,0
2978,,Cambodia,11.55,104.9167,83.5,73.4,93.2,69.3,0,0
2979,,Cambodia,11.55,104.9167,83.3,74.7,95,66.8,0,0
2980,,Cambodia,11.55,104.9167,83.2,75.2,93.2,70.6,0,0
2981,,Cambodia,11.55,104.9167,82.3,73.4,93.2,70.8,0,0
2982,,Cambodia,11.55,104.9167,81.2,73.4,91.4,70.9,0,0
2983,,Cambodia,11.55,104.9167,81.8,73.4,91.4,69.7,0,0
2984,,Cambodia,11.55,104.9167,82.5,73.4,91.4,69.4,0,0
2985,,Cambodia,11.55,104.9167,83.4,71.6,91.4,70.3,0,0
2986,,Cambodia,11.55,104.9167,75.9,71.6,78.8,65.9,99.99,1
2987,,Cambodia,11.55,104.9167,79.7,71.6,89.6,66,0,0
2988,,Cambodia,11.55,104.9167,80.1,70.5,91.4,64.1,0,0
2989,,Cambodia,11.55,104.9167,81,71.2,91.4,63.6,0,0
2990,,Cambodia,11.55,104.9167,82.4,73.4,93.2,65.9,0,0
2991,,Cambodia,11.55,104.9167,81.9,70.7,91.4,66.1,0,0
2992,,Cambodia,11.55,104.9167,81.6,73.4,93.2,65,0,0
2993,,Cambodia,11.55,104.9167,83,73.4,93.2,63.9,0,0
2994,,Cambodia,11.55,104.9167,84.5,73.4,93.2,64.3,0,0
2995,,Cambodia,11.55,104.9167,84.1,77,91.4,62.6,0,0
2996,,Cambodia,11.55,104.9167,83.3,75.6,89.6,64,0,0
2997,,Cambodia,11.55,104.9167,84.7,74.8,95,68.3,0,0
2998,,Cambodia,11.55,104.9167,85.5,77,95,70.6,0,0
2999,,Cambodia,11.55,104.9167,84.3,74.7,95,70.9,0,0
3000,,Cambodia,11.55,104.9167,84.5,75.9,95,71.3,0,0
3001,,Cambodia,11.55,104.9167,85,77,95,71.8,0,0
3002,,Cambodia,11.55,104.9167,86.5,77,98.6,71.8,0,0
3003,,Cambodia,11.55,104.9167,84.6,76.1,91.4,71.5,0,0
3004,,Cambodia,11.55,104.9167,84.9,75.2,93.2,64.6,0,0
3005,,Cambodia,11.55,104.9167,84.2,73.8,95,61.7,0,0
3006,,Cambodia,11.55,104.9167,84.8,75.2,96.8,61.6,0,0
3007,,Cambodia,11.55,104.9167,84.7,75.2,93.2,62.3,0,0
3008,,Cambodia,11.55,104.9167,85.5,75.2,95,59.7,0,0
3009,,Cambodia,11.55,104.9167,84.5,72.1,95,59.7,0,0
3010,,Cambodia,11.55,104.9167,83.5,75.2,95,59.9,0,0
3011,,Cambodia,11.55,104.9167,85.1,75.2,95,64.3,0,0
3012,,Cambodia,11.55,104.9167,86.6,73.8,95,68.3,0,0
3013,,Cambodia,11.55,104.9167,85.5,77,95,68.4,0,0
3014,,Cambodia,11.55,104.9167,84.5,75.2,93.2,66.1,0,0
3015,,Cambodia,11.55,104.9167,86,77,95,67.7,0,0
3016,,Cambodia,11.55,104.9167,86.8,78.8,96.8,70.3,0,0
3017,,Cambodia,11.55,104.9167,85.7,78.8,95,71.1,0,0
3018,,Cambodia,11.55,104.9167,85.9,77,95,70.2,0,0
3019,,Cambodia,11.55,104.9167,85,77,95,71,0,0
3020,,Cambodia,11.55,104.9167,85,77,93.2,70.8,0,0
3021,,Cambodia,11.55,104.9167,84.6,75.7,91.4,70.8,0,0
3022,,Cambodia,11.55,104.9167,87.3,78.8,96.8,72.3,0,0
3023,,Cambodia,11.55,104.9167,88.2,77.9,98.6,75.3,0,0
3024,,Cambodia,11.55,104.9167,88.5,77.9,102.2,74.2,0,0
3025,,Cambodia,11.55,104.9167,89.2,78.8,102.2,74,0,0
3026,,Cambodia,11.55,104.9167,86.6,77,95,73.4,0,0
3027,,Cambodia,11.55,104.9167,87.7,78.8,96.8,71.8,0,0
3028,,Cambodia,11.55,104.9167,87.2,80.6,98.6,72.4,0,0
3029,,Cambodia,11.55,104.9167,84.1,77,96.8,71.6,0,0
3030,,Cambodia,11.55,104.9167,87,76.6,96.8,69.9,0,0
3031,,Cambodia,11.55,104.9167,87.6,78.8,96.8,69.5,0,0
3032,,Cambodia,11.55,104.9167,87,78.8,96.8,69.7,0,0
3033,,Cambodia,11.55,104.9167,86.6,75.6,96.8,69.2,0,0
3034,,Cambodia,11.55,104.9167,87.1,78.8,96.8,69.2,0,0
3035,,Cambodia,11.55,104.9167,85.7,77,95,69.2,0,0
3036,,Cambodia,11.55,104.9167,86.9,77,96.8,68.1,0,0
3037,,Cambodia,11.55,104.9167,87.1,78.8,96.8,69.5,0,0
3038,,Cambodia,11.55,104.9167,87.5,78.8,96.8,70.6,0,0
3039,,Cambodia,11.55,104.9167,86.3,77,96.8,70.9,0,0
3070,,Cameroon,3.848,11.5021,76.6,62.6,91.4,65.4,0,1
3071,,Cameroon,3.848,11.5021,74.8,60.8,87.8,65.3,0,1
3072,,Cameroon,3.848,11.5021,71,57.2,89.6,52.5,0,0
3073,,Cameroon,3.848,11.5021,69.6,53.6,89.6,51.9,0,0
3074,,Cameroon,3.848,11.5021,69.3,51.8,89.6,51.4,0,1
3075,,Cameroon,3.848,11.5021,73.6,59,87.8,62.4,0,1
3076,,Cameroon,3.848,11.5021,76.8,66.2,86,69.7,0,0
3077,,Cameroon,3.848,11.5021,77.2,69.8,89.6,68.7,0,0
3078,,Cameroon,3.848,11.5021,77.5,69.8,87.8,70.8,0,0
3079,,Cameroon,3.848,11.5021,77.5,69.8,89.6,71.1,99.99,1
3080,,Cameroon,3.848,11.5021,76.3,68,89.6,68.1,0,1
3081,,Cameroon,3.848,11.5021,78,69.8,89.6,69.4,0,0
3082,,Cameroon,3.848,11.5021,77.6,69.8,87.8,71,0,0
3083,,Cameroon,3.848,11.5021,76.3,69.8,86,70.8,0,1
3084,,Cameroon,3.848,11.5021,77.1,71.6,86,71,0,1
3085,,Cameroon,3.848,11.5021,73.1,66.2,80.6,66.9,0,1
3086,,Cameroon,3.848,11.5021,75.7,59,91.4,59.7,0,0
3087,,Cameroon,3.848,11.5021,77.1,69.8,87.8,65.1,0,0
3088,,Cameroon,3.848,11.5021,78,69.8,89.6,70.1,0,0
3089,,Cameroon,3.848,11.5021,77.7,68,89.6,67,0,0
3090,,Cameroon,3.848,11.5021,78.7,68,91.4,65.8,0,0
3091,,Cameroon,3.848,11.5021,78.4,71.6,87.8,70.9,0,1
3092,,Cameroon,3.848,11.5021,76.8,68,89.6,61.9,0,0
3093,,Cameroon,3.848,11.5021,78.8,68,89.6,65.4,0,0
3094,,Cameroon,3.848,11.5021,80.3,69.8,93.2,69.1,0,1
3095,,Cameroon,3.848,11.5021,80.1,71.6,91.4,71.8,0,0
3096,,Cameroon,3.848,11.5021,78.3,71.6,87.8,72,0,0
3097,,Cameroon,3.848,11.5021,79.2,71.6,89.6,71.4,0,0
3098,,Cameroon,3.848,11.5021,79.8,71.6,91.4,67.1,0,0
3099,,Cameroon,3.848,11.5021,81.3,71.6,93.2,71.4,0,1
3100,,Cameroon,3.848,11.5021,80.2,75.2,89.6,73.6,0,0
3101,,Cameroon,3.848,11.5021,81.6,73.4,93.2,71,0,0
3102,,Cameroon,3.848,11.5021,80.6,73.4,95,71.1,0,0
3103,,Cameroon,3.848,11.5021,81.3,73.4,93.2,69.5,0,0
3104,,Cameroon,3.848,11.5021,80.4,73.4,91.4,72.1,0,1
3105,,Cameroon,3.848,11.5021,79.2,71.6,89.6,71.6,0,0
3106,,Cameroon,3.848,11.5021,80.3,68,91.4,71.5,0,0
3107,,Cameroon,3.848,11.5021,79.4,71.6,91.4,72.7,0,0
3108,,Cameroon,3.848,11.5021,82,73.4,93.2,72.1,0,0
3109,,Cameroon,3.848,11.5021,78.8,73.4,91.4,71.5,0,1
3110,,Cameroon,3.848,11.5021,79.3,73.4,87.8,72.4,0,1
3111,,Cameroon,3.848,11.5021,79.6,73.4,93.2,70.7,0,1
3112,,Cameroon,3.848,11.5021,76.1,71.6,82.4,71.6,0,1
3113,,Cameroon,3.848,11.5021,80.2,73.4,91.4,72.3,99.99,1
3114,,Cameroon,3.848,11.5021,80.9,75.2,87.8,73.7,0,0
3115,,Cameroon,3.848,11.5021,74.5,68,80.6,70.6,99.99,1
3116,,Cameroon,3.848,11.5021,77,64.4,89.6,70.1,0,1
3117,,Cameroon,3.848,11.5021,80.3,73.4,91.4,72.3,0,0
3118,,Cameroon,3.848,11.5021,80.2,73.4,93.2,72.9,99.99,1
3119,,Cameroon,3.848,11.5021,77.2,75.2,82.4,73.7,99.99,1
3120,,Cameroon,3.848,11.5021,75.7,69.8,87.8,70.9,99.99,1
3121,,Cameroon,3.848,11.5021,76.9,69.8,87.8,72.3,99.99,1
3122,,Cameroon,3.848,11.5021,79.4,71.6,91.4,71.6,0,1
3123,,Cameroon,3.848,11.5021,80.2,71.6,91.4,71.4,0,1
3124,,Cameroon,3.848,11.5021,80.4,73.4,89.6,72.5,0,1
3125,,Cameroon,3.848,11.5021,77.1,71.6,89.6,72.3,99.99,1
3126,,Cameroon,3.848,11.5021,77.4,71.6,91.4,72.9,99.99,1
3127,,Cameroon,3.848,11.5021,79.3,73.4,86,74.3,0,1
3128,,Cameroon,3.848,11.5021,71.6,68,75.2,70.5,99.99,1
3129,,Cameroon,3.848,11.5021,78.1,66.2,91.4,70.1,0,0
3130,,Cameroon,3.848,11.5021,79.4,71.6,89.6,71.1,0,0
3131,,Cameroon,3.848,11.5021,79.3,73.4,91.4,71.9,0,1
3132,,Cameroon,3.848,11.5021,73.1,69.8,75.2,71.7,99.99,1
3163,Alberta,Canada,53.9333,-116.5765,26.3,19,38.3,20,0,0
3164,Alberta,Canada,53.9333,-116.5765,15.6,3.2,39.7,11.8,0,0
3165,Alberta,Canada,53.9333,-116.5765,20.7,13.5,36,16.6,0,0
3166,Alberta,Canada,53.9333,-116.5765,26.5,17.8,40.5,20.6,0,0
3167,Alberta,Canada,53.9333,-116.5765,15.3,1,43,9.9,0,0
3168,Alberta,Canada,53.9333,-116.5765,15,3.2,34.9,9.6,0,0
3169,Alberta,Canada,53.9333,-116.5765,17.1,2.7,37,12.3,0,0
3170,Alberta,Canada,53.9333,-116.5765,12.1,-0.9,29.8,7.7,0,0
3171,Alberta,Canada,53.9333,-116.5765,27.3,15.1,38.8,17.9,0,0
3172,Alberta,Canada,53.9333,-116.5765,28.5,17.8,33.8,19.1,0,0
3173,Alberta,Canada,53.9333,-116.5765,31.6,24.6,38.5,24.5,0.07,0
3174,Alberta,Canada,53.9333,-116.5765,20.9,6.4,39.2,7,0,0
3175,Alberta,Canada,53.9333,-116.5765,13.8,-4.7,25.5,8.1,0.06,0
3176,Alberta,Canada,53.9333,-116.5765,4.1,-9.2,22.6,-1.8,0.01,0
3177,Alberta,Canada,53.9333,-116.5765,29.4,22.8,34.5,15.6,0,0
3178,Alberta,Canada,53.9333,-116.5765,32.1,27,39.4,17.5,0,0
3179,Alberta,Canada,53.9333,-116.5765,25.2,12.7,39.4,12.1,0,0
3180,Alberta,Canada,53.9333,-116.5765,23.4,12.7,36,12.1,0,0
3181,Alberta,Canada,53.9333,-116.5765,23.8,9.9,36.1,12.2,0,0
3182,Alberta,Canada,53.9333,-116.5765,28.3,9.9,36.9,14.3,0,0
3183,Alberta,Canada,53.9333,-116.5765,32.3,14.7,37.6,23.5,0,0
3184,Alberta,Canada,53.9333,-116.5765,12.4,4.8,37.8,8.3,0.15,0
3185,Alberta,Canada,53.9333,-116.5765,16.3,9.9,43.2,10.5,0.01,0
3186,Alberta,Canada,53.9333,-116.5765,25.7,9.9,43.5,17.3,0.02,0
3187,Alberta,Canada,53.9333,-116.5765,18.1,11.7,28,13.2,0.03,0
3188,Alberta,Canada,53.9333,-116.5765,15.5,4.1,34.2,7.7,0.01,0
3189,Alberta,Canada,53.9333,-116.5765,10,-0.4,34.3,4.4,0.09,0
3190,Alberta,Canada,53.9333,-116.5765,4.8,-1.5,19.8,-2.2,0.17,0
3191,Alberta,Canada,53.9333,-116.5765,10.7,-2.6,37.9,2.9,0,0
3192,Alberta,Canada,53.9333,-116.5765,21.4,8.2,46.8,9.6,0,0
3193,Alberta,Canada,53.9333,-116.5765,32.7,4.6,47.5,12,0,0
3194,Alberta,Canada,53.9333,-116.5765,32.3,16,47.8,13.3,0,0
3195,Alberta,Canada,53.9333,-116.5765,19.8,2.1,37.8,-0.2,0,0
3196,Alberta,Canada,53.9333,-116.5765,17.3,2.5,35.2,2.9,0,0
3197,Alberta,Canada,53.9333,-116.5765,17.4,0.3,36,5.7,0,0
3198,Alberta,Canada,53.9333,-116.5765,27.9,16.9,44.8,15.5,0,0
3199,Alberta,Canada,53.9333,-116.5765,35,27.1,46,16.5,0,0
3200,Alberta,Canada,53.9333,-116.5765,33.1,21.6,47.1,20.4,0,0
3201,Alberta,Canada,53.9333,-116.5765,30.6,21.6,39,22.4,0.03,0
3202,Alberta,Canada,53.9333,-116.5765,19.7,4.5,37.4,11.5,0.14,0
3203,Alberta,Canada,53.9333,-116.5765,36.4,25.9,43.3,15.3,0,0
3204,Alberta,Canada,53.9333,-116.5765,36.1,23.9,44.2,17.1,0.04,0
3205,Alberta,Canada,53.9333,-116.5765,31,20.3,42.1,15.1,0.01,0
3206,Alberta,Canada,53.9333,-116.5765,23.4,11.5,38.5,5.1,0.01,0
3207,Alberta,Canada,53.9333,-116.5765,23.8,11.5,38.8,15.5,0,0
3208,Alberta,Canada,53.9333,-116.5765,7.8,4.6,12.7,3.6,0.16,0
3209,Alberta,Canada,53.9333,-116.5765,6.1,-10.7,27,-1.2,0.15,0
3210,Alberta,Canada,53.9333,-116.5765,14.1,-1.5,36.1,2.9,0,0
3211,Alberta,Canada,53.9333,-116.5765,24.3,10.8,40.5,6.1,0,0
3212,Alberta,Canada,53.9333,-116.5765,33,10,41.9,15,0.02,0
3213,Alberta,Canada,53.9333,-116.5765,20.2,6.8,37.8,12.8,0.02,0
3214,Alberta,Canada,53.9333,-116.5765,3.9,-4.5,26.2,-7.9,0.06,0
3215,Alberta,Canada,53.9333,-116.5765,-2.1,-12.5,4.8,-13.3,0.02,0
3216,Alberta,Canada,53.9333,-116.5765,-2.7,-19.1,,-15.8,0.01,0
3217,Alberta,Canada,53.9333,-116.5765,17.6,-0.4,45.7,-0.1,0,0
3218,Alberta,Canada,53.9333,-116.5765,30.7,25.3,47.1,11.5,0,0
3219,Alberta,Canada,53.9333,-116.5765,18.9,8.6,34.5,9.3,0,0
3220,Alberta,Canada,53.9333,-116.5765,18.5,8.6,29.8,12.7,0,0
3221,Alberta,Canada,53.9333,-116.5765,15.8,-4,42.3,2.6,0,0
3222,Alberta,Canada,53.9333,-116.5765,27.5,10.4,42.1,10.6,0,0
3223,Alberta,Canada,53.9333,-116.5765,26.8,13.3,40.6,12.9,0,0
3224,Alberta,Canada,53.9333,-116.5765,31.2,12.2,41.2,20.2,0,0
3225,Alberta,Canada,53.9333,-116.5765,21.9,14,34,17.2,0.25,0
3256,British Columbia,Canada,49.2827,-123.1207,44.1,41.9,45.5,42.1,0,0
3257,British Columbia,Canada,49.2827,-123.1207,44.6,42.3,47.5,43.6,0,0
3258,British Columbia,Canada,49.2827,-123.1207,47.9,43,50.7,46.5,0,0
3259,British Columbia,Canada,49.2827,-123.1207,45.4,44.2,50.7,43.6,0,0
3260,British Columbia,Canada,49.2827,-123.1207,46.4,43.7,51.8,43.3,0,0
3261,British Columbia,Canada,49.2827,-123.1207,45.8,40.6,53.4,42.9,0,0
3262,British Columbia,Canada,49.2827,-123.1207,44.5,42.6,48.6,41.4,0,0
3263,British Columbia,Canada,49.2827,-123.1207,46,42.4,48.9,43.7,0,0
3264,British Columbia,Canada,49.2827,-123.1207,44.1,41.9,46.4,41.2,0,0
3265,British Columbia,Canada,49.2827,-123.1207,44.6,42.3,47.8,43.1,0,0
3266,British Columbia,Canada,49.2827,-123.1207,49.6,42.3,52.7,45,0,0
3267,British Columbia,Canada,49.2827,-123.1207,39.1,35.1,52.7,32.6,0,0
3268,British Columbia,Canada,49.2827,-123.1207,37.5,34.7,42.4,33.8,0,0
3269,British Columbia,Canada,49.2827,-123.1207,35.7,34.2,40.8,32.2,0,0
3270,British Columbia,Canada,49.2827,-123.1207,38.1,34.7,41.4,36.9,0,0
3271,British Columbia,Canada,49.2827,-123.1207,40.4,36.7,41.7,39,0,0
3272,British Columbia,Canada,49.2827,-123.1207,39.9,36.5,43.5,38.8,0,0
3273,British Columbia,Canada,49.2827,-123.1207,42.4,36.5,46.9,39.4,0,0
3274,British Columbia,Canada,49.2827,-123.1207,38.6,32.9,46.6,33.6,0,0
3275,British Columbia,Canada,49.2827,-123.1207,40.4,33.1,44.8,34.7,0,0
3276,British Columbia,Canada,49.2827,-123.1207,41.7,38.3,50.9,37.3,0,0
3277,British Columbia,Canada,49.2827,-123.1207,43.8,38.8,51.3,39.8,0,0
3278,British Columbia,Canada,49.2827,-123.1207,43.1,40.1,45.3,39.5,0,0
3279,British Columbia,Canada,49.2827,-123.1207,42.3,37.4,48.2,38.3,0,0
3280,British Columbia,Canada,49.2827,-123.1207,42,36.7,48.7,38.4,0,0
3281,British Columbia,Canada,49.2827,-123.1207,41.6,37.9,44.4,38.1,0,0
3282,British Columbia,Canada,49.2827,-123.1207,39.6,34.7,45,34.5,0,0
3283,British Columbia,Canada,49.2827,-123.1207,38.8,32.5,44.2,31.8,0,0
3284,British Columbia,Canada,49.2827,-123.1207,39.2,32.7,46.6,32,0,0
3285,British Columbia,Canada,49.2827,-123.1207,40.5,34.3,48.9,34.1,0,0
3286,British Columbia,Canada,49.2827,-123.1207,42.5,36.5,52,34,0,0
3287,British Columbia,Canada,49.2827,-123.1207,43.6,36.9,54,38.3,0,0
3288,British Columbia,Canada,49.2827,-123.1207,42.9,39.2,47.1,39.3,0,0
3289,British Columbia,Canada,49.2827,-123.1207,43.6,38.3,47.8,35,0,0
3290,British Columbia,Canada,49.2827,-123.1207,42,40.1,46,33.9,0,0
3291,British Columbia,Canada,49.2827,-123.1207,41.9,39.6,46.6,39.1,0,0
3292,British Columbia,Canada,49.2827,-123.1207,44.1,39.4,46.9,41.9,0,0
3293,British Columbia,Canada,49.2827,-123.1207,45,43.5,47.8,42.1,0,0
3294,British Columbia,Canada,49.2827,-123.1207,42.9,38.7,48,37.8,0,0
3295,British Columbia,Canada,49.2827,-123.1207,41.1,35.1,47.8,34.9,0,0
3296,British Columbia,Canada,49.2827,-123.1207,40.2,35.1,46.8,37.4,0,0
3297,British Columbia,Canada,49.2827,-123.1207,43,38.7,46.8,41.2,0,0
3298,British Columbia,Canada,49.2827,-123.1207,45.6,41.9,49.6,35.9,0,0
3299,British Columbia,Canada,49.2827,-123.1207,45.2,41.5,52.7,35.6,0,0
3300,British Columbia,Canada,49.2827,-123.1207,41.7,34.7,47.5,37.2,0,0
3301,British Columbia,Canada,49.2827,-123.1207,40,34.7,48.2,32.4,0,0
3302,British Columbia,Canada,49.2827,-123.1207,39.4,34.2,46,34.2,0,0
3303,British Columbia,Canada,49.2827,-123.1207,39.2,32.2,45.3,31.2,0,0
3304,British Columbia,Canada,49.2827,-123.1207,41.3,32.2,46.6,33.6,0,0
3305,British Columbia,Canada,49.2827,-123.1207,43.5,40.8,48.4,37.7,0,0
3306,British Columbia,Canada,49.2827,-123.1207,42.3,35.2,49.3,33.5,0,0
3307,British Columbia,Canada,49.2827,-123.1207,43.1,35.2,48.9,27.8,0,0
3308,British Columbia,Canada,49.2827,-123.1207,40.8,34.5,47.8,16.1,0,0
3309,British Columbia,Canada,49.2827,-123.1207,37.8,31.1,44.4,11.8,0,0
3310,British Columbia,Canada,49.2827,-123.1207,40.7,34.9,48.4,27.7,0,0
3311,British Columbia,Canada,49.2827,-123.1207,42.7,34.2,50.4,34.2,0,0
3312,British Columbia,Canada,49.2827,-123.1207,45.4,39.6,54.9,35.6,0,0
3313,British Columbia,Canada,49.2827,-123.1207,46.6,38.5,56.1,35.3,0,0
3314,British Columbia,Canada,49.2827,-123.1207,46.6,38.5,57,37.5,0,0
3315,British Columbia,Canada,49.2827,-123.1207,46.2,36.5,54,38,0,0
3316,British Columbia,Canada,49.2827,-123.1207,46.5,37.6,53.6,40.1,0,0
3317,British Columbia,Canada,49.2827,-123.1207,46.1,40.1,53.4,38.2,0,0
3318,British Columbia,Canada,49.2827,-123.1207,43.2,36.5,48,38.3,0,0
3349,Grand Princess,Canada,37.6489,-122.6655,53.9,50,57.2,50.8,99.99,1
3350,Grand Princess,Canada,37.6489,-122.6655,51.6,44.6,59,47.5,0,0
3351,Grand Princess,Canada,37.6489,-122.6655,52,42.8,59,48.4,0,0
3352,Grand Princess,Canada,37.6489,-122.6655,54.1,50,59,52.6,0,1
3353,Grand Princess,Canada,37.6489,-122.6655,55.5,53.6,57.2,54.2,99.99,1
3354,Grand Princess,Canada,37.6489,-122.6655,50.5,41,57.2,47.9,99.99,1
3355,Grand Princess,Canada,37.6489,-122.6655,51.6,46.4,55.4,49.4,99.99,1
3356,Grand Princess,Canada,37.6489,-122.6655,51.6,42.8,57.2,48.6,0,0
3357,Grand Princess,Canada,37.6489,-122.6655,53.8,51.8,55.4,51.5,99.99,1
3358,Grand Princess,Canada,37.6489,-122.6655,50.8,41,68,48.9,0,1
3359,Grand Princess,Canada,37.6489,-122.6655,52.2,42.8,64.4,48.4,0,0
3360,Grand Princess,Canada,37.6489,-122.6655,52.4,50,55.4,46.5,0,1
3361,Grand Princess,Canada,37.6489,-122.6655,46.6,37.4,51.8,33,99.99,1
3362,Grand Princess,Canada,37.6489,-122.6655,49.2,44.6,55.4,23,0,0
3363,Grand Princess,Canada,37.6489,-122.6655,43.2,33.8,57.2,36.1,0,0
3364,Grand Princess,Canada,37.6489,-122.6655,48.7,41,62.6,45.5,0,1
3365,Grand Princess,Canada,37.6489,-122.6655,48,42.8,55.4,46.4,99.99,1
3366,Grand Princess,Canada,37.6489,-122.6655,51.1,46.4,55.4,47.3,0,0
3367,Grand Princess,Canada,37.6489,-122.6655,52.8,46.4,62.6,34.4,0,0
3368,Grand Princess,Canada,37.6489,-122.6655,58.7,48.2,66.2,24,0,0
3369,Grand Princess,Canada,37.6489,-122.6655,56.2,39.2,69.8,35.4,99.99,1
3370,Grand Princess,Canada,37.6489,-122.6655,47.9,37.4,64.4,41.3,99.99,1
3371,Grand Princess,Canada,37.6489,-122.6655,48.8,41,55.4,45.6,99.99,1
3372,Grand Princess,Canada,37.6489,-122.6655,49.9,48.2,53.6,43.6,0,0
3373,Grand Princess,Canada,37.6489,-122.6655,46.9,39.2,55.4,43.8,99.99,1
3374,Grand Princess,Canada,37.6489,-122.6655,52.3,50,55.4,47,0,0
3375,Grand Princess,Canada,37.6489,-122.6655,52.1,44.6,62.6,48.3,0,1
3376,Grand Princess,Canada,37.6489,-122.6655,46.8,37.4,60.8,40.9,99.99,1
3377,Grand Princess,Canada,37.6489,-122.6655,46.7,39.2,53.6,41.8,99.99,1
3378,Grand Princess,Canada,37.6489,-122.6655,47.3,37.4,59,43.7,0,0
3379,Grand Princess,Canada,37.6489,-122.6655,55.3,42.8,71.6,41.9,0,0
3380,Grand Princess,Canada,37.6489,-122.6655,54.7,51.1,62.4,,0,0
3381,Grand Princess,Canada,37.6489,-122.6655,51.7,49.8,55.2,,0,0
3382,Grand Princess,Canada,37.6489,-122.6655,51.6,47.3,56.3,,0,0
3383,Grand Princess,Canada,37.6489,-122.6655,55.3,49.8,65.7,,0,0
3384,Grand Princess,Canada,37.6489,-122.6655,57.7,51.4,66,,0,0
3385,Grand Princess,Canada,37.6489,-122.6655,58.1,51.6,66.7,,0,0
3386,Grand Princess,Canada,37.6489,-122.6655,52.2,50,53.6,49.5,0,0
3387,Grand Princess,Canada,37.6489,-122.6655,50.8,46.4,55.4,45.9,0,0
3388,Grand Princess,Canada,37.6489,-122.6655,49.2,41,55.4,39.7,0,0
